task_id,agent_id,stage,window_id,source_artifact_path,terminal_status,scoreable_cell,verified_pass,policy_valid_cell,policy_pass,policy_outcome_value,failure_category,latency_seconds,estimated_cost_usd,cost_observation_kind
boltons__supply_expansion_20260526__066,kilo_gpt_5_4_mini,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,17.997,0.5,missing_usage_conservative_estimate
boltons__supply_expansion_20260526__093,codex_gpt_5_4,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,54.368,0.1324475,observed_tokens_estimated_cost
boltons__supply_expansion_20260526__093,kilo_claude_sonnet_4_6,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,24.745,0.5,missing_usage_conservative_estimate
boltons__supply_expansion_20260526__093,kilo_gpt_5_4,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,26.377,0.5,missing_usage_conservative_estimate
boltons__supply_expansion_20260526__093,kilo_gpt_5_4_mini,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,16.915,0.5,missing_usage_conservative_estimate
boltons__supply_expansion_20260526__095,codex_gpt_5_4,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,64.928,0.16548,observed_tokens_estimated_cost
boltons__supply_expansion_20260526__095,kilo_claude_sonnet_4_6,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,81.332,0.5,missing_usage_conservative_estimate
boltons__supply_expansion_20260526__095,kilo_gpt_5_4,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,33.328,0.5,missing_usage_conservative_estimate
boltons__supply_expansion_20260526__095,kilo_gpt_5_4_mini,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,23.511,0.5,missing_usage_conservative_estimate
boltons__supply_expansion_20260526__107,codex_gpt_5_4,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_fail,True,False,True,False,0,hidden verifier failure,267.657,0.381985,observed_tokens_estimated_cost
boltons__supply_expansion_20260526__107,kilo_claude_sonnet_4_6,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_fail,True,False,True,False,0,hidden verifier failure,723.125,0.5,missing_usage_conservative_estimate
boltons__supply_expansion_20260526__107,kilo_gpt_5_4,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_fail,True,False,True,False,0,hidden verifier failure,82.296,0.5,missing_usage_conservative_estimate
boltons__supply_expansion_20260526__107,kilo_gpt_5_4_mini,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_fail,True,False,True,False,0,hidden verifier failure,49.831,0.5,missing_usage_conservative_estimate
boltons__hist__031,codex_gpt_5_4,smoke,smoke,experiments/agent_selection_demo/results/smoke_score_table.csv,verified_pass,True,True,True,True,1,verified pass,119.247,0.2173265,observed_tokens_estimated_cost
boltons__hist__031,kilo_claude_sonnet_4_6,smoke,smoke,experiments/agent_selection_demo/results/smoke_score_table.csv,verified_pass,True,True,True,True,1,verified pass,58.642,0.525108,observed_tokens_estimated_cost
boltons__hist__031,kilo_gpt_5_4,smoke,smoke,experiments/agent_selection_demo/results/smoke_score_table.csv,verified_pass,True,True,True,True,1,verified pass,41.792,0.1137155,observed_tokens_estimated_cost
boltons__hist__031,kilo_gpt_5_4_mini,smoke,smoke,experiments/agent_selection_demo/results/smoke_score_table.csv,verified_pass,True,True,True,True,1,verified pass,35.305,0.04552305,observed_tokens_estimated_cost
boltons__clean_ext__017,codex_gpt_5_4,top2_repeat_old_900s,top2_repeat_old_900s,experiments/agent_selection_demo/results/top2_repeat_score_table.csv,verified_pass,True,True,True,True,1,verified pass,327.158,0.193344,observed_tokens_estimated_cost
boltons__clean_ext__017,kilo_gpt_5_4,top2_repeat_old_900s,top2_repeat_old_900s,experiments/agent_selection_demo/results/top2_repeat_score_table.csv,acut_harness_error,False,False,True,False,0,exceeded budget or timeout,900.009,0.5,missing_usage_conservative_estimate
boltons__hist__019,codex_gpt_5_4,top2_repeat_old_900s,top2_repeat_old_900s,experiments/agent_selection_demo/results/top2_repeat_score_table.csv,verified_pass,True,True,True,True,1,verified pass,283.476,0.632751,observed_tokens_estimated_cost
boltons__hist__019,kilo_gpt_5_4,top2_repeat_old_900s,top2_repeat_old_900s,experiments/agent_selection_demo/results/top2_repeat_score_table.csv,acut_harness_error,False,False,True,False,0,exceeded budget or timeout,900.009,0.5,missing_usage_conservative_estimate
boltons__hist__020,codex_gpt_5_4,top2_repeat_old_900s,top2_repeat_old_900s,experiments/agent_selection_demo/results/top2_repeat_score_table.csv,verified_pass,True,True,True,True,1,verified pass,66.099,0.160988,observed_tokens_estimated_cost
boltons__hist__020,kilo_gpt_5_4,top2_repeat_old_900s,top2_repeat_old_900s,experiments/agent_selection_demo/results/top2_repeat_score_table.csv,acut_harness_error,False,False,True,False,0,exceeded budget or timeout,900.692,0.5,missing_usage_conservative_estimate
boltons__hist__022,codex_gpt_5_4,top2_repeat_old_900s,top2_repeat_old_900s,experiments/agent_selection_demo/results/top2_repeat_score_table.csv,verified_fail,True,False,True,False,0,hidden verifier failure,215.848,0.4407535,observed_tokens_estimated_cost
boltons__hist__023,codex_gpt_5_4,top2_repeat_old_900s,top2_repeat_old_900s,experiments/agent_selection_demo/results/top2_repeat_score_table.csv,verified_fail,True,False,True,False,0,hidden verifier failure,522.838,0.3644415,observed_tokens_estimated_cost
boltons__hist__024,codex_gpt_5_4,top2_repeat_old_900s,top2_repeat_old_900s,experiments/agent_selection_demo/results/top2_repeat_score_table.csv,verified_pass,True,True,True,True,1,verified pass,64.008,0.1485335,observed_tokens_estimated_cost
boltons__hist__025,codex_gpt_5_4,top2_repeat_old_900s,top2_repeat_old_900s,experiments/agent_selection_demo/results/top2_repeat_score_table.csv,verified_pass,True,True,True,True,1,verified pass,68.676,0.1752845,observed_tokens_estimated_cost
boltons__hist__026,codex_gpt_5_4,top2_repeat_old_900s,top2_repeat_old_900s,experiments/agent_selection_demo/results/top2_repeat_score_table.csv,verified_pass,True,True,True,True,1,verified pass,127.434,0.2955775,observed_tokens_estimated_cost
boltons__hist__027,codex_gpt_5_4,top2_repeat_old_900s,top2_repeat_old_900s,experiments/agent_selection_demo/results/top2_repeat_score_table.csv,verified_pass,True,True,True,True,1,verified pass,78.537,0.2291,observed_tokens_estimated_cost
boltons__hist__028,codex_gpt_5_4,top2_repeat_old_900s,top2_repeat_old_900s,experiments/agent_selection_demo/results/top2_repeat_score_table.csv,verified_fail,True,False,True,False,0,hidden verifier failure,864.884,0.318737,observed_tokens_estimated_cost
