task_id,commit,parent_base_commit,task_time,time_bucket,module_family,preliminary_risk_label,changed_implementation_files,changed_test_files,pytest_entry_files,public_source_context_reference,expected_targeted_verifier_command
sphinx__hist__0087,ce31e1c0c7b32f6be93186e0fef076ef65ff0b05,7e68154e49fbb260f7ffee9791bfafdb7fd2e119,2022-06-16T21:05:37+01:00,2022_2023,builders,large_implementation_surface,sphinx/application.py;sphinx/builders/html/__init__.py;sphinx/cmd/quickstart.py;sphinx/deprecation.py;sphinx/directives/patches.py;sphinx/domains/c.py;sphinx/domains/python.py;sphinx/environment/__init__.py;sphinx/ext/autodoc/__init__.py;sphinx/ext/autodoc/directive.py;sphinx/ext/autosummary/__init__.py;sphinx/ext/extlinks.py;sphinx/ext/napoleon/docstring.py;sphinx/io.py;sphinx/registry.py;sphinx/theming.py;sphinx/transforms/__init__.py;sphinx/util/docstrings.py;sphinx/util/pycompat.py;sphinx/util/smartypants.py;sphinx/util/typing.py;sphinx/writers/html.py;sphinx/writers/html5.py,tests/test_build_html.py;tests/test_theming.py,tests/test_build_html.py;tests/test_theming.py,pr_or_issue:10471,python -m pytest <changed_tests> -q
sphinx__hist__0089,f789148fa293d3dfe702588e6d375e1bca411b1a,9ff08123e40c660ff0484247305ea958702f9d34,2022-06-16T21:46:01+02:00,2022_2023,config,normal,sphinx/config.py;sphinx/domains/std.py,tests/test_build_html.py,tests/test_build_html.py,pr_or_issue:10366,python -m pytest <changed_tests> -q
sphinx__hist__0091,7e68154e49fbb260f7ffee9791bfafdb7fd2e119,0d2a989517203de6d5080e8d8265ffd68fbbb28e,2022-06-17T03:33:55+09:00,2022_2023,extensions,wide_changed_test_oracle,sphinx/ext/extlinks.py;sphinx/util/inspect.py;sphinx/util/typing.py,tests/test_build.py;tests/test_errors.py;tests/test_ext_autodoc.py;tests/test_ext_autodoc_autoattribute.py;tests/test_ext_autodoc_autoclass.py;tests/test_ext_autodoc_autodata.py;tests/test_ext_autodoc_autofunction.py;tests/test_ext_autodoc_automodule.py;tests/test_ext_autodoc_configs.py;tests/test_ext_autodoc_mock.py;tests/test_ext_napoleon.py;tests/test_util_inspect.py;tests/test_util_typing.py,tests/test_build.py;tests/test_errors.py;tests/test_ext_autodoc.py;tests/test_ext_autodoc_autoattribute.py;tests/test_ext_autodoc_autoclass.py;tests/test_ext_autodoc_autodata.py;tests/test_ext_autodoc_autofunction.py;tests/test_ext_autodoc_automodule.py;tests/test_ext_autodoc_configs.py;tests/test_ext_autodoc_mock.py;tests/test_ext_napoleon.py;tests/test_util_inspect.py;tests/test_util_typing.py,pr_or_issue:10468,python -m pytest <changed_tests> -q
sphinx__hist__0093,1198fbe7f96b1e58b8378307ec03e16ba58ac063,1786e989ca16cac8f9d8a966a481d983d3b23f9c,2022-06-23T13:48:32-07:00,2022_2023,directives,normal,sphinx/directives/__init__.py,tests/test_domain_py.py,tests/test_domain_py.py,pr_or_issue:10249,python -m pytest <changed_tests> -q
sphinx__hist__0096,ac0fc4b7817389fb8b860d82537f69d9060aabae,7b0787485e6e6630a7a6922a7eab1803ac3019f5,2022-06-26T15:01:09+01:00,2022_2023,builders,normal,sphinx/application.py;sphinx/builders/html/__init__.py;sphinx/domains/python.py;sphinx/util/compat.py,tests/test_domain_py.py,tests/test_domain_py.py,pr_or_issue:10562,python -m pytest <changed_tests> -q
sphinx__hist__0098,e7fc03bce2c2577a9c5331ce5b2fa43a66ce7773,8f893a625d1a2768caebc79c0e6d3e3e89c4b9e7,2022-07-17T20:27:43+09:00,2022_2023,builders,normal,sphinx/builders/html/__init__.py,tests/roots/test-build-html-theme-having-multiple-stylesheets/conf.py;tests/test_build_html.py,tests/test_build_html.py,pr_or_issue:10465,python -m pytest <changed_tests> -q
sphinx__hist__0100,e3337c78c614bffef3b57eb9dc170aaf33c80612,89db13d71fcc949efc0a7d223683fe8901997d39,2022-07-23T21:19:35+01:00,2022_2023,builders,normal,sphinx/builders/html/__init__.py;sphinx/directives/other.py;sphinx/environment/adapters/toctree.py;sphinx/ext/autosummary/__init__.py;sphinx/project.py;sphinx/util/matching.py,tests/test_util_matching.py,tests/test_util_matching.py,pr_or_issue:10680,python -m pytest <changed_tests> -q
sphinx__hist__0102,2b02173617cbf1c334f8f908f07391c9f09712b5,a9b4b19be5ed5ae78df384f7c669e7d64a50aed6,2022-08-28T19:50:01+01:00,2022_2023,builders,large_implementation_surface,sphinx/builders/latex/theming.py;sphinx/builders/latex/transforms.py;sphinx/cmd/build.py;sphinx/cmd/make_mode.py;sphinx/cmd/quickstart.py;sphinx/environment/__init__.py;sphinx/environment/adapters/indexentries.py;sphinx/environment/collectors/toctree.py;sphinx/transforms/post_transforms/__init__.py;sphinx/util/__init__.py;sphinx/writers/texinfo.py,tests/test_ext_autodoc.py,tests/test_ext_autodoc.py,pr_or_issue:10770,python -m pytest <changed_tests> -q
sphinx__hist__0105,7da60f23539bd5d1a79bdbcf67cd5164311182b7,7473b05e0d7142ccd6196b2fd61a4f6c9dc21fbc,2022-09-09T03:28:29+02:00,2022_2023,environment,normal,sphinx/environment/__init__.py;sphinx/search/__init__.py,tests/test_search.py,tests/test_search.py,pr_or_issue:10717,python -m pytest <changed_tests> -q
sphinx__hist__0107,d924acfdb98a91f628aed8dc44d07d9309e6f9b6,c8e5199cc9083316a0da358ebfce42d8c58fdcc4,2022-09-12T21:13:14+02:00,2022_2023,directives,normal,sphinx/directives/other.py;sphinx/environment/adapters/toctree.py;sphinx/environment/collectors/toctree.py,tests/roots/test-toctree-index/conf.py;tests/test_environment_toctree.py,tests/test_environment_toctree.py,pr_or_issue:10673,python -m pytest <changed_tests> -q
sphinx__hist__0109,8ae81839be3b197007f9916406a7e44b97aa6171,56fd7fb8ae1e11937285f6607c43552b9e729ba6,2022-09-20T22:08:03+01:00,2022_2023,core_or_other,normal,sphinx/search/__init__.py,tests/test_search.py,tests/test_search.py,pr_or_issue:10819,python -m pytest <changed_tests> -q
sphinx__hist__0111,58a44497079f46b9854c66a2b2ad8cfadf7a25b9,ef01c5b6bd84075cb6063b0ab609f6fda61e7b3a,2022-09-23T18:12:54+01:00,2022_2023,builders,normal,sphinx/builders/html/__init__.py;sphinx/writers/html.py,tests/test_build_html.py,tests/test_build_html.py,pr_or_issue:10843,python -m pytest <changed_tests> -q
sphinx__hist__0113,66276185efbb51b960bdc858322cc9ac8a684c70,a651e6bf4ad7a1dc293525d0a70e6d0d11b827db,2022-09-29T16:37:24+02:00,2022_2023,extensions,normal,sphinx/ext/imgmath.py,tests/test_ext_math.py,tests/test_ext_math.py,pr_or_issue:10878,python -m pytest <changed_tests> -q
sphinx__hist__0116,b1390c4191319e75d14ce3e6e73ef43c31d981b4,3d25662550aba00d6e2e43d3ff76dce958079368,2022-10-05T15:44:41+02:00,2022_2023,builders,normal,sphinx/builders/__init__.py,tests/test_build_html.py;tests/test_build_latex.py;tests/test_build_manpage.py;tests/test_build_texinfo.py,tests/test_build_html.py;tests/test_build_latex.py;tests/test_build_manpage.py;tests/test_build_texinfo.py,pr_or_issue:9360,python -m pytest <changed_tests> -q
sphinx__hist__0118,e008e162005fa51a04b61f4271d4e766cf7c671f,cef1a030cd892cd9f0f4931e39a96331947f695b,2022-10-13T14:16:17+02:00,2022_2023,builders,normal,sphinx/builders/__init__.py,tests/test_build_html.py;tests/test_build_latex.py;tests/test_build_manpage.py;tests/test_build_texinfo.py,tests/test_build_html.py;tests/test_build_latex.py;tests/test_build_manpage.py;tests/test_build_texinfo.py,"pr_or_issue:9360, pr_or_issue:10908",python -m pytest <changed_tests> -q
sphinx__hist__0120,10db540e9824a3747aa71947d0d4b039851172c3,0fd45397c1d5a252dca4d2be793e5a1bf189a74a,2022-10-15T23:01:25+01:00,2022_2023,directives,normal,sphinx/directives/__init__.py,tests/roots/test-object-description-sections/conf.py;tests/test_directive_object_description.py,tests/test_directive_object_description.py,pr_or_issue:10919,python -m pytest <changed_tests> -q
sphinx__hist__0122,49c48f5aee57e52f5ed02b2f5abd3da571347fe9,78cf903bc17382194a8fa0eeb321ebc6934c2e16,2022-10-17T11:19:25+02:00,2022_2023,builders,normal,sphinx/builders/latex/__init__.py,tests/test_build_latex.py,tests/test_build_latex.py,pr_or_issue:10924,python -m pytest <changed_tests> -q
sphinx__hist__0125,77a02cf696f8375791a2f5aa5c38306ca080d443,dc3f22a370b1a04d99591eddecfec835555feaf0,2023-01-02T17:49:18Z,2022_2023,domains,wide_changed_test_oracle,sphinx/domains/python.py;sphinx/ext/autodoc/__init__.py;sphinx/ext/autodoc/typehints.py;sphinx/ext/napoleon/docstring.py;sphinx/util/inspect.py;sphinx/util/typing.py,tests/test_domain_py.py;tests/test_ext_autodoc.py;tests/test_ext_autodoc_configs.py;tests/test_util_inspect.py;tests/test_util_typing.py,tests/test_domain_py.py;tests/test_ext_autodoc.py;tests/test_ext_autodoc_configs.py;tests/test_util_inspect.py;tests/test_util_typing.py,pr_or_issue:11072,python -m pytest <changed_tests> -q
sphinx__hist__0127,bfd95dadf21645d3c9863431c83fc0b22c6fc172,08ca934fffbf8e118a2e8aa58e98ba460c50c422,2023-01-03T17:11:58+01:00,2022_2023,core_or_other,normal,sphinx/writers/latex.py,tests/test_build_latex.py,tests/test_build_latex.py,pr_or_issue:6744,python -m pytest <changed_tests> -q
sphinx__hist__0129,a1cd19e601f89e1796d1992cbeaf6b476e2be6a0,5008291b3d2ab92309f1dbc087b0c0b1c7f4e29f,2023-01-07T17:35:21Z,2022_2023,builders,normal,sphinx/builders/_epub_base.py;sphinx/builders/html/__init__.py;sphinx/builders/latex/__init__.py;sphinx/builders/texinfo.py,tests/test_build_epub.py;tests/test_build_html.py;tests/test_build_latex.py;tests/test_build_texinfo.py,tests/test_build_epub.py;tests/test_build_html.py;tests/test_build_latex.py;tests/test_build_texinfo.py,pr_or_issue:11100,python -m pytest <changed_tests> -q
sphinx__hist__0131,44684e165426470e8e8befa45e32d1b0b2f6302e,cfd43d4dbeae7b1a8b5a001f31c93fc69aa813b2,2023-02-14T21:26:10-08:00,2022_2023,builders,normal,sphinx/builders/html/__init__.py,tests/test_search.py,tests/test_search.py,pr_or_issue:11192,python -m pytest <changed_tests> -q
sphinx__hist__0134,2902c6c55be460aae10b08504ed2fde4f3795f64,7a4ce71f6b464b0f1d8f3c5af535f026b0051f0b,2023-03-17T16:41:22Z,2022_2023,extensions,normal,sphinx/ext/intersphinx.py,tests/test_ext_intersphinx.py,tests/test_ext_intersphinx.py,pr_or_issue:11247,python -m pytest <changed_tests> -q
sphinx__hist__0136,4a3febb69a124300f1481fc33b44a5672f24e0fa,609b2f2650dfea191e688ce6238ba567da551052,2023-04-05T13:07:25+01:00,2022_2023,domains,normal,sphinx/domains/python.py,tests/test_domain_py.py,tests/test_domain_py.py,pr_or_issue:11109,python -m pytest <changed_tests> -q
sphinx__hist__0138,aba392d87f5b7cc9954aa2666805a80cd593b2eb,26eb2ef7c4fe3de17b16bffb47a2eb290445cf16,2023-04-06T23:56:17+02:00,2022_2023,extensions,wide_changed_test_oracle,sphinx/ext/autodoc/__init__.py,tests/roots/test-ext-autodoc/target/cached_property.py;tests/roots/test-ext-autodoc/target/properties.py;tests/test_ext_autodoc.py;tests/test_ext_autodoc_autoclass.py;tests/test_ext_autodoc_autoproperty.py,tests/test_ext_autodoc.py;tests/test_ext_autodoc_autoclass.py;tests/test_ext_autodoc_autoproperty.py,pr_or_issue:11298,python -m pytest <changed_tests> -q
sphinx__hist__0140,f82c3c99126e644125d243ba0d0788197401e416,4659fc21a92c3ff8c7019b56bf2e519bb5583ce5,2023-04-07T17:49:36+01:00,2022_2023,builders,normal,sphinx/builders/html/__init__.py;sphinx/builders/latex/__init__.py;sphinx/domains/std.py;sphinx/locale/__init__.py;sphinx/transforms/__init__.py;sphinx/writers/manpage.py;sphinx/writers/texinfo.py;sphinx/writers/text.py,tests/test_locale.py;tests/test_util_inventory.py,tests/test_locale.py;tests/test_util_inventory.py,pr_or_issue:10949,python -m pytest <changed_tests> -q
sphinx__hist__0143,e2f66cea4997b6d8c588d3509adb68d4e9108ee6,61576516d4ed6c4e10d38f959e8625201abcc7d3,2023-04-17T12:13:29+02:00,2022_2023,core_or_other,normal,sphinx/writers/latex.py,tests/test_build_latex.py,tests/test_build_latex.py,pr_or_issue:11333,python -m pytest <changed_tests> -q
sphinx__hist__0145,59de8d52029deca803d38b5d084a3a32c7b7f994,aee3c0ab75974790adf359a9c5089d1d781a6b21,2023-04-23T19:06:44+01:00,2022_2023,builders,large_implementation_surface,sphinx/builders/_epub_base.py;sphinx/builders/changes.py;sphinx/builders/epub3.py;sphinx/builders/gettext.py;sphinx/builders/latex/__init__.py;sphinx/cmd/quickstart.py;sphinx/deprecation.py;sphinx/ext/apidoc.py;sphinx/ext/imgmath.py;sphinx/util/fileutil.py;sphinx/writers/latex.py,tests/test_build_html.py;tests/test_build_latex.py;tests/test_deprecation.py;tests/test_util_fileutil.py,tests/test_build_html.py;tests/test_build_latex.py;tests/test_deprecation.py;tests/test_util_fileutil.py,"pr_or_issue:11165, pr_or_issue:11329",python -m pytest <changed_tests> -q
sphinx__hist__0147,3c4e78e2361b1e155fe7f6d29f1112c036d8e3b2,ce5ce1ac2d3abd47be494a48edf5320c98f4f3ee,2023-04-27T01:30:40+01:00,2022_2023,util,normal,sphinx/util/i18n.py,tests/test_util_i18n.py,tests/test_util_i18n.py,pr_or_issue:11366,python -m pytest <changed_tests> -q
sphinx__hist__0149,706f5f9cc83f1d62829bb18ad40bfa5e784e202c,db546189ce1d2a345f4399367ced6ecdd538be5d,2023-05-09T22:57:39+01:00,2022_2023,builders,normal,sphinx/builders/gettext.py;sphinx/domains/python.py;sphinx/locale/__init__.py;sphinx/util/nodes.py,tests/test_build_gettext.py;tests/test_environment_indexentries.py;tests/test_environment_toctree.py;tests/test_intl.py,tests/test_build_gettext.py;tests/test_environment_indexentries.py;tests/test_environment_toctree.py;tests/test_intl.py,pr_or_issue:11412,python -m pytest <changed_tests> -q
sphinx__hist__0151,86b07d4a97a225e79150d14e25a768ebc4c087cc,c73628dfcac844f89198ccd805e8e35609b37636,2023-05-11T15:28:57+02:00,2022_2023,config,wide_changed_test_oracle,sphinx/addnodes.py;sphinx/config.py;sphinx/domains/c.py;sphinx/domains/cpp.py;sphinx/domains/javascript.py;sphinx/domains/python.py;sphinx/writers/html5.py;sphinx/writers/latex.py;sphinx/writers/text.py,tests/roots/test-domain-c-c_maximum_signature_line_length/conf.py;tests/roots/test-domain-cpp-cpp_maximum_signature_line_length/conf.py;tests/roots/test-domain-js-javascript_maximum_signature_line_length/conf.py;tests/roots/test-domain-py-python_maximum_signature_line_length/conf.py;tests/test_build_latex.py;tests/test_domain_c.py;tests/test_domain_cpp.py;tests/test_domain_js.py;tests/test_domain_py.py,tests/test_build_latex.py;tests/test_domain_c.py;tests/test_domain_cpp.py;tests/test_domain_js.py;tests/test_domain_py.py,pr_or_issue:11011,python -m pytest <changed_tests> -q
sphinx__hist__0154,4de540efb64c589dd9c8d23b5b76d093355ce055,f4a47f1401e2ba758adb953c279dce3787338d11,2023-07-23T21:29:04+01:00,2022_2023,builders,large_implementation_surface,sphinx/builders/html/__init__.py;sphinx/builders/linkcheck.py;sphinx/builders/xml.py;sphinx/domains/__init__.py;sphinx/domains/cpp.py;sphinx/domains/javascript.py;sphinx/domains/rst.py;sphinx/environment/adapters/toctree.py;sphinx/ext/autodoc/mock.py;sphinx/ext/autodoc/preserve_defaults.py;sphinx/ext/doctest.py;sphinx/ext/graphviz.py;sphinx/ext/linkcode.py;sphinx/ext/napoleon/__init__.py;sphinx/locale/__init__.py;sphinx/pycode/parser.py;sphinx/testing/util.py;sphinx/transforms/__init__.py;sphinx/transforms/i18n.py;sphinx/transforms/post_transforms/images.py;sphinx/util/cfamily.py;sphinx/util/docfields.py;sphinx/util/docutils.py;sphinx/util/images.py;sphinx/util/nodes.py;sphinx/writers/text.py;sphinx/writers/xml.py,tests/test_ext_doctest.py,tests/test_ext_doctest.py,pr_or_issue:11422,python -m pytest <changed_tests> -q
sphinx__hist__0156,480630c6497773115656a9019c790c2519b44919,f5aadc1c3fcd37a18e60d9dfdfba555fbaf7850d,2023-07-24T00:22:40+02:00,2022_2023,domains,normal,sphinx/addnodes.py;sphinx/domains/python.py;sphinx/ext/autodoc/__init__.py;sphinx/writers/html5.py;sphinx/writers/latex.py;sphinx/writers/manpage.py;sphinx/writers/texinfo.py;sphinx/writers/text.py,tests/test_domain_py.py,tests/test_domain_py.py,pr_or_issue:11444,python -m pytest <changed_tests> -q
sphinx__hist__0158,ad61e4115776846b917f0a0f0a0bedbc06d6e1a3,80ec9798612073be699c3fee04a1d6738303dc14,2023-07-25T02:07:23+01:00,2022_2023,builders,wide_changed_test_oracle,sphinx/addnodes.py;sphinx/builders/__init__.py;sphinx/builders/gettext.py;sphinx/builders/html/__init__.py;sphinx/builders/latex/__init__.py;sphinx/builders/linkcheck.py;sphinx/builders/texinfo.py;sphinx/builders/text.py;sphinx/builders/xml.py;sphinx/config.py;sphinx/directives/__init__.py;sphinx/domains/__init__.py;sphinx/domains/c.py;sphinx/domains/cpp.py;sphinx/domains/index.py;sphinx/domains/javascript.py;sphinx/domains/math.py;sphinx/domains/python.py;sphinx/domains/rst.py;sphinx/domains/std.py;sphinx/environment/__init__.py;sphinx/environment/adapters/toctree.py;sphinx/environment/collectors/metadata.py;sphinx/environment/collectors/toctree.py;sphinx/ext/apidoc.py;sphinx/ext/autodoc/__init__.py;sphinx/ext/autodoc/importer.py;sphinx/ext/autodoc/mock.py;sphinx/ext/autodoc/type_comment.py;sphinx/ext/autodoc/typehints.py;sphinx/ext/autosummary/__init__.py;sphinx/ext/autosummary/generate.py;sphinx/ext/doctest.py;sphinx/ext/inheritance_diagram.py;sphinx/ext/intersphinx.py;sphinx/ext/viewcode.py;sphinx/jinja2glue.py;sphinx/locale/__init__.py;sphinx/project.py;sphinx/pycode/ast.py;sphinx/registry.py;sphinx/search/__init__.py;sphinx/search/da.py;sphinx/search/de.py;sphinx/search/en.py;sphinx/search/es.py;sphinx/search/fi.py;sphinx/search/fr.py;sphinx/search/hu.py;sphinx/search/it.py;sphinx/search/ja.py;sphinx/search/nl.py;sphinx/search/no.py;sphinx/search/pt.py;sphinx/search/ro.py;sphinx/search/ru.py;sphinx/search/sv.py;sphinx/search/tr.py;sphinx/search/zh.py;sphinx/testing/fixtures.py;sphinx/testing/util.py;sphinx/transforms/__init__.py;sphinx/transforms/i18n.py;sphinx/transforms/post_transforms/__init__.py;sphinx/util/__init__.py;sphinx/util/display.py;sphinx/util/docfields.py;sphinx/util/docutils.py;sphinx/util/i18n.py;sphinx/util/inspect.py;sphinx/util/inventory.py;sphinx/util/logging.py;sphinx/util/matching.py;sphinx/util/nodes.py;sphinx/util/osutil.py;sphinx/util/parallel.py;sphinx/util/rst.py;sphinx/util/tags.py;sphinx/util/typing.py;sphinx/versioning.py;sphinx/writers/html5.py;sphinx/writers/latex.py;sphinx/writers/manpage.py;sphinx/writers/texinfo.py;sphinx/writers/text.py,tests/roots/test-ext-autodoc/target/TYPE_CHECKING.py;tests/test_ext_autodoc.py;tests/test_ext_autodoc_autoclass.py;tests/test_util_inspect.py;tests/test_util_typing.py;tests/typing_test_data.py,tests/test_ext_autodoc.py;tests/test_ext_autodoc_autoclass.py;tests/test_util_inspect.py;tests/test_util_typing.py,pr_or_issue:11511,python -m pytest <changed_tests> -q
sphinx__hist__0160,8452300d54dce2da751941d9547dd54dc03e69bf,fe08cec019c52c15b7f7365013134e3f3d1b3739,2023-07-27T21:27:14+01:00,2022_2023,config,normal,sphinx/config.py,tests/test_config.py,tests/test_config.py,pr_or_issue:11524,python -m pytest <changed_tests> -q
sphinx__hist__0163,7cce00aa7df39057450df332a5d02dbc2123b2cb,c9d4a1a204f514dab89c9238a463c96a2d0e0105,2023-07-28T02:05:40+01:00,2022_2023,util,normal,sphinx/util/inspect.py,tests/test_util_inspect.py,tests/test_util_inspect.py,pr_or_issue:11527,python -m pytest <changed_tests> -q
sphinx__hist__0165,762ed8540a1635784fe84682582617b0c0981ceb,6178163cb1613a6f00fa5a31370d6c1d33cbe28f,2023-07-28T06:52:48+02:00,2022_2023,extensions,normal,sphinx/ext/viewcode.py,tests/test_ext_viewcode.py,tests/test_ext_viewcode.py,pr_or_issue:6319,python -m pytest <changed_tests> -q
sphinx__hist__0167,1cfb68d8be6e56639378424a3993c8c38c8ed376,ff20efcd7e1838fcd0aae115c0a835370db3d372,2023-07-28T22:30:26+01:00,2022_2023,directives,wide_changed_test_oracle,sphinx/directives/__init__.py;sphinx/domains/c.py;sphinx/domains/cpp.py;sphinx/domains/javascript.py;sphinx/domains/python.py;sphinx/domains/rst.py;sphinx/environment/collectors/toctree.py;sphinx/ext/autodoc/__init__.py;sphinx/ext/napoleon/__init__.py;sphinx/ext/napoleon/docstring.py;sphinx/testing/util.py,tests/test_directives_no_typesetting.py;tests/test_domain_c.py;tests/test_domain_cpp.py;tests/test_domain_js.py;tests/test_domain_py.py;tests/test_domain_rst.py;tests/test_ext_autodoc.py;tests/test_ext_napoleon_docstring.py,tests/test_directives_no_typesetting.py;tests/test_domain_c.py;tests/test_domain_cpp.py;tests/test_domain_js.py;tests/test_domain_py.py;tests/test_domain_rst.py;tests/test_ext_autodoc.py;tests/test_ext_napoleon_docstring.py,pr_or_issue:11533,python -m pytest <changed_tests> -q
sphinx__hist__0169,ac2b7599d212af7d04649959ce6926c63c3133fa,8cd677f92935b49506f56a6f2b9fbf1d59c1d4ad,2023-08-07T17:20:30-04:00,2022_2023,extensions,normal,sphinx/ext/autosummary/__init__.py,tests/test_ext_autosummary.py,tests/test_ext_autosummary.py,pr_or_issue:11196,python -m pytest <changed_tests> -q
sphinx__hist__0172,8cabf08668da6ba1939eb17703d33b707b5fca51,4dd2ed4bde36a74829a2d6e206601bd21add6461,2023-08-10T12:25:38+01:00,2022_2023,environment,normal,sphinx/environment/__init__.py;sphinx/project.py;sphinx/util/osutil.py,tests/test_project.py,tests/test_project.py,pr_or_issue:11575,python -m pytest <changed_tests> -q
sphinx__hist__0174,177565584aca49043cac3f79609c380577613fdb,b91d763db8cfb28fb6aace9a10ea19995f9fc148,2023-08-10T20:48:04+01:00,2022_2023,extensions,wide_changed_test_oracle,sphinx/pycode/parser.py;sphinx/testing/restructuredtext.py;sphinx/testing/util.py,tests/test_build.py;tests/test_config.py;tests/test_directive_code.py;tests/test_ext_intersphinx.py;tests/test_intl.py;tests/test_util_fileutil.py,tests/test_build.py;tests/test_config.py;tests/test_directive_code.py;tests/test_ext_intersphinx.py;tests/test_intl.py;tests/test_util_fileutil.py,pr_or_issue:11577,python -m pytest <changed_tests> -q
sphinx__hist__0176,2ef9728b6e69aa51900d29524bc7a0f8dd8247e3,c19f0ac8e9831a0aa23e33748f5c4fab9b69dc57,2023-08-12T04:51:52+01:00,2022_2023,core_or_other,normal,sphinx/transforms/i18n.py,tests/test_intl.py,tests/test_intl.py,pr_or_issue:11580,python -m pytest <changed_tests> -q
sphinx__hist__0178,0bad447070d45fc5538aed9bf15a1716c628f321,6cb783c0024a873722952a67ebb9f41771c8eb6d,2023-08-14T17:02:04+02:00,2022_2023,directives,normal,sphinx/directives/other.py,tests/roots/test-directive-include/conf.py;tests/test_directive_other.py,tests/test_directive_other.py,pr_or_issue:11510,python -m pytest <changed_tests> -q
sphinx__hist__0181,19018f01b68640375e2682bf6fb1d4c5acadd394,65fd5be20d0269c47fbf8c5bbc37a6f24324594b,2023-08-15T15:25:25+02:00,2022_2023,core_or_other,normal,sphinx/addnodes.py;sphinx/transforms/post_transforms/__init__.py,tests/test_addnodes.py;tests/test_transforms_post_transforms.py,tests/test_addnodes.py;tests/test_transforms_post_transforms.py,pr_or_issue:11311,python -m pytest <changed_tests> -q
sphinx__hist__0183,5e88b9f88665dd8782b9feb381b499ae580cfa1a,694fcee13d4298ca39ff08837c28b12b2485fbfd,2023-08-26T10:30:28+01:00,2022_2023,core_or_other,normal,sphinx/transforms/__init__.py,tests/test_transforms_move_module_targets.py,tests/test_transforms_move_module_targets.py,pr_or_issue:11647,python -m pytest <changed_tests> -q
sphinx__hist__0185,4692208fde90f5a651f303c0550bcf2b7a8a049c,ca0fc7aa86cb8acfb4445aab17666a836abaee43,2023-08-30T13:44:37-04:00,2022_2023,extensions,normal,sphinx/ext/graphviz.py;sphinx/ext/inheritance_diagram.py,tests/roots/test-ext-inheritance_diagram/external/other.py;tests/roots/test-ext-inheritance_diagram/test.py;tests/test_ext_inheritance_diagram.py,tests/test_ext_inheritance_diagram.py,pr_or_issue:11634,python -m pytest <changed_tests> -q
sphinx__hist__0187,ff18318613db56d0000db47e5c8f0140556cef0c,74329d9c51c16be54e1f3dece07461f67cfb8ab0,2023-08-30T22:21:16+01:00,2022_2023,directives,normal,sphinx/directives/other.py;sphinx/events.py,tests/test_directive_other.py,tests/test_directive_other.py,pr_or_issue:11657,python -m pytest <changed_tests> -q
sphinx__hist__0190,5fe0bd41eb3d9846ae66a035291d6af00e9ff4c6,b935915c579573e3812cef1bfb6059b0baeccac6,2023-09-21T11:01:07+02:00,2022_2023,util,normal,sphinx/cmd/build.py;sphinx/util/_io.py,tests/test_build.py,tests/test_build.py,pr_or_issue:11624,python -m pytest <changed_tests> -q
sphinx__hist__0192,46f8f76e56e8c85b9676a48230c750daf8c8db30,abf42e901e46b4c73fa92a125549822c63909b44,2023-09-21T19:18:09+02:00,2022_2023,domains,normal,sphinx/domains/math.py,tests/roots/test-ext-math-include/conf.py;tests/test_ext_math.py,tests/test_ext_math.py,pr_or_issue:11597,python -m pytest <changed_tests> -q
sphinx__hist__0194,246312287e7f95a6852c481bdf9c0bda7064aa0e,64e7ba5e3fd31cfcca7de6fb447bf140e806d0e0,2023-12-28T06:51:32Z,2022_2023,extensions,normal,sphinx/__init__.py;sphinx/testing/fixtures.py;sphinx/testing/path.py;sphinx/writers/texinfo.py,tests/test_ext_imgconverter.py;tests/test_pycode_ast.py,tests/test_ext_imgconverter.py;tests/test_pycode_ast.py,pr_or_issue:11719,python -m pytest <changed_tests> -q
sphinx__hist__0195,efd24cf4ca92077f7520ef7b7a07bcf6d7290549,4ce2d8476138977743b920b57864d49b7509f038,2024-01-04T02:23:45Z,2024_plus,config,normal,sphinx/application.py;sphinx/config.py;sphinx/ext/autosummary/generate.py;sphinx/theming.py,tests/test_build_latex.py;tests/test_build_manpage.py;tests/test_build_texinfo.py;tests/test_config.py,tests/test_build_latex.py;tests/test_build_manpage.py;tests/test_build_texinfo.py;tests/test_config.py,pr_or_issue:11855,python -m pytest <changed_tests> -q
sphinx__hist__0200,95fb0e5e570481cfb5e98990f657e3ef0fc26adc,882a174e48a4dfd22d4fab4b2e3b74f091b3f98e,2024-01-17T01:08:29Z,2024_plus,core_or_other,normal,sphinx/search/__init__.py,tests/test_search.py,tests/test_search.py,pr_or_issue:11888,python -m pytest <changed_tests> -q
sphinx__hist__0204,2418e007cea84452fc256a8d56d6125660b5aff2,7041f11fb00d85ecc7ba8951beca6726868ad50e,2024-01-21T14:31:04Z,2024_plus,domains,normal,sphinx/domains/python/_annotations.py,tests/test_domains/test_domain_py.py,tests/test_domains/test_domain_py.py,pr_or_issue:11904,python -m pytest <changed_tests> -q
sphinx__hist__0209,182053198d892eb86c2cffd085d99c4614447a58,2fe103acda9719019c7933e1766b10285aed5db1,2024-02-14T14:45:30+01:00,2024_plus,extensions,normal,sphinx/pycode/ast.py,tests/roots/test-ext-autodoc/target/functions.py;tests/test_extensions/test_ext_autodoc_autofunction.py;tests/test_pycode/test_pycode_ast.py,tests/test_extensions/test_ext_autodoc_autofunction.py;tests/test_pycode/test_pycode_ast.py,pr_or_issue:11981,python -m pytest <changed_tests> -q
